,x_GJ.100.0,x_GJ.125.0,x_GJ.200.0,x_Tout.100.0,x_Tout.125.0,x_Tout.200.0,x_max.100.0,x_max.125.0,x_max.200.0
48,0.765091,0.7397176999999999,0.7385991999999999,534.5305,878.5679,927.7404,,,
49,0.7724791,0.7427872,0.7409591999999999,533.9955,885.2963,938.3488,,,
50,0.7722182,0.7426464,0.740818,534.0053,883.4736,936.4267,,,
51,0.7724801,0.7457501999999999,0.7449528,533.991,869.6252,916.2974,,,
52,0.7687439,0.7492273,0.7493249,518.0793,827.0278,868.0352,,,
53,0.6692731,0.6715331,0.671545,521.553,808.6649,856.7411,,,
54,0.5386993,0.5572505,0.5572043000000001,522.5191,776.5912,840.4289,,,
55,0.5378345999999999,0.5547116999999999,0.554054,529.1779,798.8956,871.2377,,,
56,0.6670593,0.6651459,0.6640625,534.0325,850.2859,907.9545,,,
57,0.7687423000000001,0.7452300999999999,0.7439598000000001,518.0874,847.8403,897.1207,,,
58,0.7723595,0.7425510999999999,0.7407076,534.533,886.6202,939.7987,,,
59,0.7698316999999999,0.7395748000000001,0.7381408,546.5457,905.3625,956.5895,,,
60,0.7650918000000001,0.7414728,0.7409658,534.5261,869.4083,914.8074,,,
61,0.6670603,0.6668584,0.6664338000000001,534.0246,838.3199,890.5435,,,
62,0.5383839,0.5565618,0.5563537,522.9339,777.6196,843.5949,,,
63,0.5383832,0.5556315,0.554986,522.9435,788.2066,860.098,,,
64,0.6692716999999999,0.6690959,0.6681942,521.5643,825.4991,881.0048,,,
65,0.7725279,0.7522569,0.751426,504.7232,817.6606,863.4705,,,
66,0.7683755,0.744508,0.7431965,519.7668,851.9053,901.523,,,
67,0.7647136,0.7389591,0.7377914000000001,536.2662,882.874,932.448,,,
68,0.7667706999999999,0.7439659000000001,0.7435326999999999,529.9965,862.4175,907.0244,,,
69,0.6668243,0.6660022,0.6654563,536.8206,847.2823,900.6243,,,
70,0.5378351,0.5553194,0.5549513,529.1719,792.0813,860.5291,,,
71,0.5386984,0.5560914,0.5555041999999999,522.5322,789.8497,861.0007,,,
72,0.6730531,0.6766618000000001,0.6763965999999999,502.466,782.6018,831.879,,,
73,0.6687086,0.6679406999999999,0.6669741,525.5105,834.6501,890.8936,,,
74,0.666265,0.6635236,0.6623353,539.6489,863.3281,922.1722,,,
75,0.6662706,0.6641045,0.6631858,540.7275,861.6288,918.2396,,,
76,0.6703640999999999,0.6726369000000001,0.672569,518.8717,809.9588,858.4913,,,
77,0.5376920000000001,0.5548179,0.5544266999999999,534.3188,805.5694,874.6888,,,
78,0.5381233,0.554883,0.5542075,530.3305,806.7987,879.5864,,,
79,0.5370946999999999,0.5529231,0.5520845,540.8147,827.1187,902.6472,,,
80,0.5365644,0.5520341999999999,0.5511804,546.8068,837.4427,913.4681,,,
81,0.5371438000000001,0.5533885000000001,0.5527772,541.765,824.9072,897.4084,,,
82,0.5400369,0.5593547,0.5594048,512.2128,762.4447,824.6685,,,
